case_number,external_id,title,url,as_of,close_time,resolution_time,probability,outcome,description
16,manifold:PEDm9MKD7R,Do you like 84% odds?,https://manifold.markets/4fa/do-you-like-84-odds,2026-04-13T18:03:46Z,2026-04-13T19:21:00Z,2026-04-13T19:38:17Z,0.8404150236089462,yes,
17,manifold:z58Lydtp0P,Will this market have a number of traders that is equal to a prime number?,https://manifold.markets/LarsOsborne/will-this-market-have-a-number-of-t,2026-04-04T23:13:40Z,2026-04-05T00:11:00Z,2026-04-05T06:11:38Z,0.25452817600341704,no,
18,manifold:0uAS0qE5cS,Daily Coinflip,https://manifold.markets/121/daily-coinflip-puCLndLEPC,2025-09-12T22:05:08Z,2025-09-13T00:00:00Z,2025-09-13T00:41:45Z,0.5000000000000001,yes,
19,manifold:SuctLC8Ohl,Will Trump use the US military to assist in carrying out mass deportations in 2025,https://manifold.markets/Rolledupaces/will-trump-use-the-us-military-to-a,2026-01-08T04:40:07Z,2026-01-08T04:59:00Z,2026-01-08T13:57:42Z,0.9358971697370752,yes,
20,manifold:Ocz8tQlqUP,Resolves to the side with the most holders at market close,https://manifold.markets/Jack1/resolves-to-the-side-with-the-most-qNcL0nq52A,2026-02-05T06:02:46Z,2026-02-05T08:08:00Z,2026-02-05T09:11:17Z,0.730730751543611,yes,
21,manifold:tySdqLPg8O,Bitcoin $125K in October?,https://manifold.markets/predyx_markets/bitcoin-125k-in-october,2025-10-05T05:12:21Z,2025-10-05T06:16:38Z,2025-10-05T06:16:38Z,0.9912384339964332,yes,
22,manifold:z9CIn929Cl,I go through the scaling book this week?,https://manifold.markets/Bayesian/i-go-through-the-scaling-book-this,2026-05-10T18:55:13Z,2026-05-10T21:16:09Z,2026-05-10T21:16:09Z,0.16000000000000006,no,
23,manifold:QL9CS5OlqS,Will Manifold solve my puzzle? (Round 2),https://manifold.markets/bens/will-manifold-solve-my-puzzle-round,2026-01-12T02:22:42Z,2026-01-12T02:34:47Z,2026-01-12T02:34:47Z,0.7401547453128096,yes,
24,manifold:uIUgl6IcZt,"Will Elan Mitsua reopen submissions before January 9, 2026 (JST)?",https://manifold.markets/hecko/will-elan-mitsua-reopen-submissions,2026-01-07T12:20:29Z,2026-01-07T23:59:00Z,2026-01-08T00:05:55Z,0.09936879138317313,no,
25,manifold:pQpzZZIuC5,Claude Opus 4.6 released this week?,https://manifold.markets/AffineTyped/claude-opus-46-released-this-week,2026-02-05T17:54:28Z,2026-02-05T17:57:07Z,2026-02-05T17:57:07Z,0.9981802909860363,yes,
26,manifold:ZL9su5pgZU,"Who picks better Blast Open Fall 2025 Finals Fantasy Team, me or AI?",https://manifold.markets/YesButNoButYesButNo/who-picks-better-blast-open-fall-20,2025-09-07T19:49:04Z,2025-09-07T19:49:37Z,2025-09-07T19:49:37Z,0.8390037083946836,yes,
27,manifold:CgZcc2I2I9,Will the Seahawks defeat the 49ers?,https://manifold.markets/Ziddletwix/will-the-seahawks-defeat-the-49ers,2026-01-18T14:30:08Z,2026-01-18T15:40:19Z,2026-01-18T15:40:19Z,0.99,yes,
28,manifold:hOh2ucy9Et,Will I encounter newly made manifold spam before the end of the week?,https://manifold.markets/GleamingRhino/will-i-encounter-newly-made-manifol,2025-06-18T15:15:38Z,2025-06-18T16:25:24Z,2025-06-18T16:25:24Z,0.7648062701472729,yes,
29,manifold:E5QhQnd6CO,Daily Coinflip,https://manifold.markets/121/daily-coinflip-8,2025-08-22T18:33:19Z,2025-08-23T04:00:47Z,2025-08-23T04:02:55Z,0.5,yes,
30,manifold:Zpu56clCyZ,Will this market reach 5%?,https://manifold.markets/AmmonLam/will-this-market-reach-5,2025-10-26T22:12:16Z,2025-10-27T00:18:37Z,2025-10-27T00:18:37Z,0.9900000000000001,yes,
31,manifold:PSlnCCRlpO,Will this market resolve prime?,https://manifold.markets/SophiaLaird/will-this-market-resolve-prime,2026-01-17T17:31:56Z,2026-01-17T17:32:00Z,2026-01-18T16:12:35Z,0.893962447108851,yes,
32,manifold:RUI0CqAnqS,Will I pass on the mana?,https://manifold.markets/MaxE/will-i-pass-on-the-mana,2025-10-07T09:04:55Z,2025-10-07T13:29:55Z,2025-10-07T13:29:55Z,0.9548592723792084,yes,
33,manifold:OO0gqZ6uUn,[ACX 2026] Will the WHO declare a Public Health Emergency of International Concern in 2026?,https://manifold.markets/DaftPunkRock/acx-2026-will-the-who-declare-a-pub,2026-05-17T11:16:08Z,2026-05-18T00:21:46Z,2026-05-18T00:21:46Z,0.9910048634503466,yes,
34,manifold:AEzNyPN6zN,Daily Coinflip,https://manifold.markets/Traveel/daily-coinflip-dzSAP65Qtg,2026-04-16T03:33:54Z,2026-04-16T03:59:00Z,2026-04-16T15:27:30Z,0.5000000000000002,no,
35,manifold:lQp5nQA2hR,"GPT-5 released before August 10, 2025?",https://manifold.markets/predyx_markets/gpt5-released-before-august-10-2025,2025-08-07T20:34:41Z,2025-08-07T21:02:08Z,2025-08-07T21:02:08Z,0.9904665789470916,yes,
36,manifold:nnlcPnhyEI,China's 70-city new home price index for January 2026  -2.0% YoY?,https://manifold.markets/MikhailTal/chinas-70city-new-home-price-index-p6y9EtCQyt,2026-02-16T16:03:03Z,2026-02-16T16:59:01Z,2026-02-16T16:59:01Z,0.013449400798424159,no,
37,manifold:Oz50nyhtpp,Trump tries to fire Powell before September 1?,https://manifold.markets/PaperBoy/trump-tries-to-fire-powell-before-s,2025-08-31T16:32:14Z,2025-09-01T12:50:44Z,2025-09-01T12:50:44Z,0.010504852165857097,no,
38,manifold:ZJ9LlySKX4dldqcpdQ4G,Will Viktor Orban remain Hungary's prime minister after the 2026 elections?,https://manifold.markets/miklosme/will-viktor-orban-win-the-2026-elec,2026-04-12T17:11:02Z,2026-04-12T17:11:31Z,2026-04-12T22:51:19Z,0.12736451783189212,no,
39,manifold:S56gAZROOO,Will @Dagonet trade on this market?,https://manifold.markets/ItsMe/will-dagonet-trade-on-this-market-ncZyztqRPz,2025-12-21T18:15:50Z,2025-12-21T19:34:42Z,2025-12-21T19:34:42Z,0.99,yes,
40,manifold:ctpI8ZuOC8,Will Nvidia close the day in Green today? (March 16),https://manifold.markets/Hevel/will-nvidia-close-the-day-in-green-ZSug89q5uZ,2026-03-16T13:21:39Z,2026-03-16T13:30:00Z,2026-03-17T11:32:45Z,0.5487553185368297,yes,
41,manifold:9SpINtShUs,Will Apple acquire Snap in 2025?,https://manifold.markets/KevinRoose18ac/will-apple-acquire-snap-in-2025,2026-01-01T05:11:37Z,2026-01-01T07:59:00Z,2026-01-01T19:02:43Z,0.008806185825823466,no,
42,manifold:6Slqpu6O8h,Daily Coinflip,https://manifold.markets/121/daily-coinflip-7-n5098l8RSs,2025-08-21T18:44:06Z,2025-08-22T00:00:00Z,2025-08-22T12:32:06Z,0.49999999999999994,yes,
43,manifold:855hdPpsc2,Will anybody hold at least 5000 NO shares on this market?,https://manifold.markets/IsaacKing/will-anybody-hold-at-least-5000-no,2026-01-10T22:06:25Z,2026-01-10T22:37:22Z,2026-01-10T22:37:22Z,0.9791902956488657,yes,
44,manifold:8NRRLggAdC,Daily Coin Flip - Day 59752,https://manifold.markets/Velaris/daily-coin-flip-day-59752,2026-05-11T23:14:39Z,2026-05-12T09:08:00Z,2026-05-12T10:25:27Z,0.50025539281093,yes,
45,manifold:28qL0IZgEy,Joe Burrow takes snap after Week 2 of 2025-26 NFL Season?,https://manifold.markets/StopPunting/joe-burrow-takes-snap-after-week-2,2025-12-01T18:54:58Z,2025-12-01T18:55:06Z,2025-12-01T18:55:06Z,0.9912226943710967,yes,
46,manifold:ql806lUEg2,50k liquidity coinflip. [short fuse],https://manifold.markets/JeromeHPowell/50k-liquidity-coinflip-short-fuse,2026-03-24T19:20:35Z,2026-03-24T20:00:12Z,2026-03-24T20:01:19Z,0.500155871211128,no,
47,manifold:pcqA0cR5c9,Daily Coinflip,https://manifold.markets/Traveel/daily-coinflip-pyPt2scPdN,2025-06-16T03:33:55Z,2025-06-16T03:59:00Z,2025-06-16T19:09:36Z,0.5094578442465746,yes,
48,manifold:98AIlsER65,Daily Coin Flip - Day 614,https://manifold.markets/Velaris/daily-coin-flip-day-614,2026-03-22T23:27:37Z,2026-03-22T23:59:00Z,2026-03-23T06:37:10Z,0.5050006081446857,yes,
49,manifold:RdAUI9hdup,Will this market get LESS than 100 traders,https://manifold.markets/ZandaZhu/will-this-market-get-less-than-100,2025-06-02T00:50:51Z,2025-06-02T01:14:00Z,2025-06-02T02:16:08Z,0.99,yes,
50,manifold:ESER28EIU9,TEST 03,https://manifold.markets/HouGou/test-03,2025-06-30T06:20:46Z,2025-06-30T10:31:44Z,2025-06-30T10:31:44Z,0.5505948807422049,yes,
51,manifold:8Iu2uILcQ2,Daily Coinflip,https://manifold.markets/121/daily-coinflip-2hdRZI9I26,2025-10-16T21:47:23Z,2025-10-17T00:00:00Z,2025-10-17T20:14:50Z,0.49999999999999994,no,
52,manifold:ugZql2hRh2,Daily Coinflip,https://manifold.markets/121/daily-coinflip-yS9AOdgEtp,2025-09-19T13:56:39Z,2025-09-20T00:00:00Z,2025-09-20T00:30:57Z,0.5000000000000002,no,
53,manifold:clER9UIn6h,Will Tetra have a new Substack post by the end of April?,https://manifold.markets/Tetraspace/will-tetra-have-a-new-substack-post,2026-04-22T01:44:16Z,2026-04-22T21:55:43Z,2026-04-22T21:55:43Z,0.5150513267920848,yes,
54,manifold:8q8N5Qzdng,Daily Coinflip,https://manifold.markets/Traveel/daily-coinflip-Ss6lgAqCc5,2026-01-29T04:13:44Z,2026-01-29T04:59:00Z,2026-01-29T06:14:59Z,0.5054311501548595,no,
55,manifold:pNu8E0NNgl,I and @MayaZtI9 make good progress on Effective Transsexualism this week,https://manifold.markets/typeofemale/i-and-mayazti9-make-good-progress-o-tUUItNUyIU,2025-07-08T15:37:43Z,2025-07-08T15:54:00Z,2025-07-09T14:36:56Z,0.7299999999999998,yes,
56,manifold:gcdhSqscPO,"Will German fiber-optic provider install home connections without charging connection fees by June 30, 2025?",https://manifold.markets/Frape/will-german-fiberoptic-provider-ins,2025-06-30T17:14:38Z,2025-06-30T23:59:00Z,2025-07-01T06:17:30Z,0.14482468971310222,no,
57,manifold:q0CUs65Nzt,Ripple (XRP) price above 2.5 at 9 AM?,https://manifold.markets/Sancor/ripple-xrp-price-above-25-at-9-am,2025-10-21T09:07:41Z,2025-10-21T13:00:00Z,2025-10-21T13:02:33Z,0.38645849435770596,no,
58,manifold:90pn5NZSng,Will I stay up after 12am on Fourth of July?,https://manifold.markets/RKCarn/will-i-stay-up-after-12am-on-fourth,2025-07-05T06:52:04Z,2025-07-05T06:59:00Z,2025-07-05T07:10:34Z,0.7054348168181002,yes,
59,manifold:shNqAdEstg,Will Claude Resolve this Market YES? (Hard Mode),https://manifold.markets/PowerTrick/will-claude-resolve-this-market-yes-zyQzL8ApA2,2025-08-04T13:36:23Z,2025-08-04T13:38:00Z,2025-08-04T22:45:21Z,0.17068731179620958,no,
60,manifold:2u58pnSzR8,Will I get an internship for summer 2026?,https://manifold.markets/yolo456/will-i-get-an-internship-for-summer,2026-04-29T04:10:26Z,2026-04-29T21:57:12Z,2026-04-29T21:57:12Z,0.3700000000000001,no,
61,manifold:l0zE9udcIA,More Heads or More tails?,https://manifold.markets/IshanSinha/more-heads-or-more-tails-5sZ0ZgAROA,2026-02-13T09:47:51Z,2026-02-13T09:48:12Z,2026-02-13T09:48:18Z,0.027027027027026966,no,
62,manifold:uOuIsuSpy5,Daily Coin Flip - Day 518,https://manifold.markets/Velaris/daily-coin-flip-day-518,2026-04-05T17:54:44Z,2026-04-05T18:33:00Z,2026-04-06T15:27:41Z,0.5065260532295731,yes,
63,manifold:qqLCl2Ns8y,Daily Coinflip,https://manifold.markets/121/daily-coinflip-12,2025-08-25T22:39:43Z,2025-08-26T00:00:00Z,2025-08-26T00:05:20Z,0.5100000000000001,no,
64,manifold:dP29R0Zl8O,87% DAILY COINFLIP,https://manifold.markets/ukasz777/87-daily-coinflip,2026-03-20T14:42:24Z,2026-03-20T16:57:00Z,2026-03-20T22:56:01Z,0.7762132899358695,yes,
65,manifold:UPLN2pSQAu,Will I manage to get with a serious girl until 04/08/2025?,https://manifold.markets/thegreekfreak/will-i-manage-to-get-with-a-serious,2025-07-24T00:35:20Z,2025-07-24T02:06:30Z,2025-07-24T02:06:30Z,0.32157306606955494,yes,
66,manifold:qAnO9cUuAt,Will Amit be late to repay any loan,https://manifold.markets/Odoacre/will-amit-be-late-to-repay-any-loan,2025-07-19T05:48:09Z,2025-07-19T14:12:05Z,2025-07-19T14:12:05Z,0.5664570875769956,yes,
67,manifold:OuIzLPPntp,Vingegaard outsprints Pogacar on any stage  of TdF 2025?,https://manifold.markets/robert/vingegaard-outsprints-pogacar-on-an,2025-07-25T17:42:20Z,2025-07-25T18:44:33Z,2025-07-25T18:44:33Z,0.9370525440288207,yes,
68,manifold:udIdlA0cut,Christian rapture occurs on Sept 23rd 2025?,https://manifold.markets/brubsby/christian-rapture-occurs-on-sept-23,2025-09-23T21:11:44Z,2025-09-24T09:40:16Z,2025-09-24T09:40:16Z,0.010000000000000037,no,
69,manifold:6EQRhSnQpc,Will I not regret eating 30-40 olives?,https://manifold.markets/Wott/will-i-regret-eating-3040-olives,2025-11-16T10:59:40Z,2025-11-16T11:51:08Z,2025-11-16T12:01:24Z,0.8366298486553976,yes,
70,manifold:LPICEQRqgO,Will Francois Bayrous government face a successful vote of non-confidence before June 2025?,https://manifold.markets/NathanWegmann/will-francois-bayrous-government-fa,2025-05-31T17:05:51Z,2025-05-31T21:59:00Z,2025-06-01T05:50:11Z,0.024558104009238964,no,
71,manifold:SzggucPEQu,Will Jake Paul beat Anthony Joshua in their boxing match?,https://manifold.markets/KK8/will-jake-paul-beat-anthony-joshua,2025-12-19T23:42:59Z,2025-12-19T23:59:00Z,2025-12-20T09:31:35Z,0.07000000000000002,no,
72,manifold:uyyN8lgsOS,Will Japan have a woman as prime minister before the end of 2027?,https://manifold.markets/strutheo/will-japan-have-a-woman-as-prime-mi,2025-10-21T14:22:12Z,2025-10-21T17:08:47Z,2025-10-21T17:08:47Z,0.9932922906141625,yes,
73,manifold:hpL9y0EnRs,Will TSLA reach $ 500 in 2025,https://manifold.markets/Entropy/will-tsla-reach-500-in-2025-sCu0dU56nA,2026-01-01T09:41:18Z,2026-01-01T13:44:57Z,2026-01-01T13:44:57Z,0.0028039634357065906,no,
74,manifold:Od6SNIOZ82,NBA - Celtics beat Warriors Feb 19,https://manifold.markets/ManiPart/nba-celtics-beat-warriors-feb-19,2026-02-19T23:09:47Z,2026-02-20T02:59:00Z,2026-02-20T06:13:37Z,0.7103023215042498,yes,
75,manifold:Sh9L8I2hcy,Will DeepSeek release V4 in April 2026?,https://manifold.markets/CalibratedGhosts/will-deepseek-release-v4-in-april-2,2026-04-24T21:35:29Z,2026-04-24T21:55:37Z,2026-04-24T21:55:37Z,0.9270715610974128,yes,
76,manifold:pLNLQZQdZA,OpenAI browser in 2025?,https://manifold.markets/predyx_markets/openai-browser-in-2025,2025-10-21T19:42:29Z,2025-10-21T20:51:29Z,2025-10-21T20:51:29Z,0.99,yes,
77,manifold:gNEPZc6CP0,Will I edit chapters 8 and 9 by 21:00 of 3rd of August 2025?,https://manifold.markets/KatrielVonNeward/will-i-edit-chapters-8-and-9-by-210,2025-08-03T17:06:41Z,2025-08-03T17:13:02Z,2025-08-03T17:13:02Z,0.3273748487370515,yes,
78,manifold:C60lQlR0ps,Daily Coinflip,https://manifold.markets/Traveel/daily-coinflip-2RLUyZdI2z,2025-08-22T03:36:04Z,2025-08-22T03:59:00Z,2025-08-22T05:52:23Z,0.501194573121424,yes,
79,manifold:yUsS9OsItP,Daily Coin Flip - Day 934,https://manifold.markets/Velaris/daily-coin-flip-day-9,2026-05-14T17:05:34Z,2026-05-14T19:41:00Z,2026-05-14T21:05:39Z,0.5000452542426451,yes,
80,manifold:yz02Chydn8,Will I do total of 620 sessions of N-al N-back in the month of August? (320 sessions Dual N-Back and 300 Triple N-Back),https://manifold.markets/ZlatkoJovicic/will-i-do-total-of-620-sessions-of,2025-08-31T19:54:22Z,2025-08-31T20:06:57Z,2025-08-31T20:06:57Z,0.99,yes,
81,manifold:lL0qs0LItP,Hamas accepts Trump's proposed peace deal?,https://manifold.markets/ae/hamas-accepts-trumps-proposed-peace,2025-10-13T22:08:34Z,2025-10-14T00:00:00Z,2025-10-14T00:40:17Z,0.32807609949178634,no,
82,manifold:OL26yAtttu,Will the Epstein Files be released by the December 19th deadline?,https://manifold.markets/sahaj/will-the-epstein-files-be-released,2025-12-19T23:54:49Z,2025-12-19T23:59:00Z,2025-12-20T12:58:10Z,0.9850757865411394,yes,
83,manifold:O50SCSn6LO,3 is greater than 2,https://manifold.markets/dexter/3-is-greater-than-2,2026-01-01T02:30:36Z,2026-01-01T04:59:00Z,2026-01-01T05:56:57Z,0.99,yes,
84,manifold:l5nRSR2u5R,Will the shooter of Charlie Kirk be apprehended alive by the end of September?,https://manifold.markets/strutheo/will-the-shooter-of-charlie-kirk-be-c88hqIzIuO,2025-09-12T17:53:18Z,2025-09-12T18:05:42Z,2025-09-12T18:05:42Z,0.9869837628572085,yes,
85,manifold:guANlQgNO6,Daily Coinflip,https://manifold.markets/Traveel/daily-coinflip-EIZzt8uIsg,2025-08-17T03:53:12Z,2025-08-17T03:59:00Z,2025-08-17T04:04:28Z,0.5045745965339717,yes,
86,manifold:56EZq5c6QS,Will the US put boots on the ground in Iran in 2026?,https://manifold.markets/BoltonBailey/will-the-us-put-boots-on-the-ground,2026-04-06T00:42:46Z,2026-04-06T00:45:14Z,2026-04-06T00:45:14Z,0.9825962219995718,yes,
87,manifold:pRu8dCUAy9,Strikes on Iranian regime by 2026-01-16?,https://manifold.markets/EvanDaniel/strikes-on-iranian-regime-by-202601,2026-01-17T03:27:56Z,2026-01-17T03:50:54Z,2026-01-17T03:50:54Z,0.009722403766779544,no,
88,manifold:2Ig8fvrpMfK9DTbacYm2,Will Olaf Scholz remain the Chancellor of Germany until the end of 2021-2025 term?,https://manifold.markets/Lassuch/will-olaf-scholz-remain-the-chancel,2025-06-06T05:35:43Z,2025-06-06T18:21:00Z,2025-06-06T18:21:00Z,0.0014331849040532313,no,
89,manifold:SdPEpsLs0c,Will this question have 32+ traders by July 1?,https://manifold.markets/DevonFritz/this-question-have-32-traders-by-ju,2025-06-30T23:26:02Z,2025-06-30T23:59:00Z,2025-07-01T08:34:57Z,0.9955607042539713,yes,
90,manifold:2Pzhqt0tSp,Will @SimonWestlake be in the March 2026 Masters league?,https://manifold.markets/SimonWestlake/will-simonwestlake-be-in-the-march,2026-03-01T23:34:05Z,2026-03-02T00:20:56Z,2026-03-02T00:20:56Z,0.010000000000000004,no,
91,manifold:8ctN9d5qtQ,Will this question get more than 50 traders in 1 week?,https://manifold.markets/SotS1689/will-this-question-get-more-than-50-UIhRCu80up,2025-06-20T00:16:03Z,2025-06-20T03:59:00Z,2025-06-20T11:00:47Z,0.99,yes,
92,manifold:86n50ngzUI,I get a girlfriend by June 1st 2025,https://manifold.markets/Spin/i-get-a-girlfriend-by-june-1st-2025,2025-05-31T21:05:45Z,2025-06-01T00:00:00Z,2025-06-01T01:42:46Z,0.01682884587671294,no,
93,manifold:5s6RLhstQt,any model on the Chatbot Arena LLM Leaderboard at https://lmarena.ai/ reaches an Arena Score of at least 1520.0 (1520),https://manifold.markets/Waterfalls/any-model-on-the-chatbot-arena-llm,2025-12-30T19:49:33Z,2025-12-30T23:59:00Z,2025-12-31T19:06:38Z,0.0348661755811296,no,
94,manifold:8CPCQERsyl,Will Disney retain the international distribution rights to Doctor Who for a third season?,https://manifold.markets/a_l_e_x/will-disney-retain-the-internationa,2025-10-28T15:02:16Z,2025-10-28T15:02:37Z,2025-10-28T15:02:37Z,0.010890020201133074,no,
95,manifold:E6LIt8zuy8,GPT-5 released today?,https://manifold.markets/jim/gpt5-released-tomorrow,2025-08-07T18:29:08Z,2025-08-07T19:53:00Z,2025-08-07T20:00:53Z,0.9909656852477551,yes,
96,manifold:p2IyNAI0Id,Will someone manipulate their own mention market again?,https://manifold.markets/nikki/will-someone-manipulate-their-own-m,2026-03-02T03:47:59Z,2026-03-02T05:59:00Z,2026-03-02T06:48:54Z,0.025661466132354666,no,
97,manifold:8hqNsluhyp,Daily Coin Flip - Day 537,https://manifold.markets/Velaris/daily-coin-flip-day-537-6Sq5QPNOyh,2026-04-15T03:36:16Z,2026-04-15T06:22:00Z,2026-04-15T10:20:39Z,0.5019481314941122,no,
98,manifold:s6u9EyUPO8,Will a further official meme coin named after a Trump family member be released in 2025?,https://manifold.markets/HannesLynchburg/will-a-further-official-meme-coin-n,2025-12-31T19:59:39Z,2025-12-31T22:59:00Z,2026-01-01T15:49:32Z,0.13076093043178003,no,
99,manifold:0IUCA5s8EN,Will the US strike Iran by the end of February?,https://manifold.markets/FergusArgyll/will-the-us-strike-iran-by-the-end,2026-02-28T17:07:56Z,2026-02-28T17:17:23Z,2026-02-28T17:17:23Z,0.990550978805108,yes,
100,manifold:4IaXuRTYkZjxuNSGvKVd,Will a projective plane of non-prime-power order be discovered before 2026?,https://manifold.markets/CatIsFluffy/will-a-projective-plane-of-nonprime,2025-12-31T19:38:42Z,2026-01-01T07:59:00Z,2026-01-01T19:07:54Z,0.020000000000000014,no,
101,manifold:ug6SOA8PUR,Daily Coin Flip - Day 321,https://manifold.markets/Velaris/daily-coin-flip-day-321,2026-04-12T21:42:27Z,2026-04-12T23:59:00Z,2026-04-13T05:49:05Z,0.502576901112536,no,
102,manifold:ttsuyy9AE0,Nothing Ever Happens: Military Edition,https://manifold.markets/Jessef0226/nothing-ever-happens-military-editi,2025-12-31T18:54:55Z,2026-01-01T05:12:23Z,2026-01-01T05:12:23Z,0.9910084708767144,yes,
103,manifold:qOAn9UNISc,Daily Coinflip,https://manifold.markets/Traveel/daily-coinflip-y6CCCCct8P,2026-05-03T03:32:07Z,2026-05-03T03:59:00Z,2026-05-03T16:41:29Z,0.5016492415982116,no,
104,manifold:CIuCtqOQSn,Market hits 1% before it hits 99%? (with 69/420 clause),https://manifold.markets/Tumbles/will-this-market-hit-1-before-it-hi,2025-10-21T19:08:47Z,2025-10-21T19:32:23Z,2025-10-21T19:32:23Z,0.04186001633773454,no,
105,manifold:Z8ZhQdg5sC,Resolves to the side with the most holders at market close,https://manifold.markets/Jack1/resolves-to-the-side-with-the-most,2025-12-07T03:47:23Z,2025-12-07T04:00:00Z,2025-12-07T04:08:04Z,0.7569070669587954,yes,
106,manifold:5nnPqRAA0s,BTC hits 95.5k by June 25,https://manifold.markets/MQqAy/btc-hits-955k-by-june-25,2025-06-25T22:05:47Z,2025-06-25T23:32:06Z,2025-06-25T23:32:06Z,0.01999999999999999,no,
107,manifold:0OZ9yRPZnU,Will Iran retaliate against Israel within 72 hours?,https://manifold.markets/strutheo/will-iran-retaliate-against-iran-wi,2025-06-13T16:19:30Z,2025-06-13T16:20:48Z,2025-06-13T16:20:48Z,0.9778503324654121,yes,
108,manifold:z6hU2tctd5,Opus 4.5's METR time horizon beats Gemini 3.0 Pro's?,https://manifold.markets/BenAybar/opus-45s-metr-time-horizon-beats-ge,2026-02-03T19:33:25Z,2026-02-03T19:33:31Z,2026-02-03T19:33:31Z,0.99067380096431,yes,
109,manifold:qgIhRnLtO0,Will Israel  try to assassinate Ahmed Al Sharaa ?,https://manifold.markets/PoliticalEconomyPK/will-israel-try-to-assassinate-ahme,2025-08-01T17:07:37Z,2025-08-01T18:04:00Z,2025-08-01T19:43:48Z,0.02467641903427316,no,
110,manifold:lnz08Q6QlR,Daily Coin Flip - Day 619,https://manifold.markets/Velaris/daily-coin-flip-day-619,2026-03-30T23:42:41Z,2026-03-30T23:59:00Z,2026-03-31T05:37:32Z,0.506400651423086,no,
